3
500
6246, 70747
99394, 12778
59770, 21403
72262, 5821
94358, 33748
69136, 49117
68693, 28545
59725, 35130
14983, 33362
26575, 25574
35757, 70419
32255, 58385
82978, 18725
21727, 20425
75425, 20919
13287, 155
24225, 20208
38115, 85199
66711, 43595
74471, 20792
32295, 1483
64463, 67699
97362, 90844
24054, 70202
44520, 31375
68338, 43068
86917, 30633
19747, 81093
87130, 92525
57237, 23627
32158, 93424
18524, 7647
81468, 12045
2724, 53723
67321, 12729
21805, 33957
76471, 71550
30735, 51971
70934, 92293
73826, 51808
83738, 63576
18095, 85669
9275, 4026
52991, 70850
90007, 61732
23575, 24808
19398, 19306
17763, 37249
59630, 73582
48075, 67953
96359, 23799
33353, 25857
90526, 74734
85442, 69582
59445, 90369
51710, 25534
46343, 14947
20622, 46847
65320, 8047
98305, 11980
12135, 87894
42250, 53311
61819, 9693
36651, 65859
33571, 17465
69416, 95412
88434, 72071
17441, 27300
5393, 73307
99413, 79388
31175, 35368
8536, 86818
45704, 2583
21768, 6182
79662, 25713
92289, 85155
11641, 2137
35378, 35394
16630, 46769
41591, 10880
73156, 99124
4150, 93591
67231, 98204
79025, 35481
44634, 65276
98693, 72916
75381, 9644
53315, 95522
22880, 23615
27147, 69240
89458, 32043
69986, 80541
82008, 93362
15156, 83302
16521, 17233
60861, 16993
83618, 86219
46380, 58978
18341, 73295
90591, 555
1085, 4948
59148, 52021
2681, 34326
72122, 4342
75647, 21340
52978, 8014
57525, 55474
35942, 12249
37538, 83719
28505, 83945
31525, 34582
32809, 23729
14446, 8255
62025, 48512
29590, 33332
29105, 61605
5350, 33383
5482, 93879
36339, 34753
85129, 82249
44196, 27181
44227, 81579
73614, 15216
56972, 19434
25670, 29020
58268, 75560
64743, 55191
64416, 54
86085, 16107
49910, 59728
90017, 53404
16303, 43724
26268, 99582
3693, 95465
98616, 89942
10730, 31810
59605, 52492
48114, 88325
57992, 86297
6708, 44757
90928, 93225
85382, 3465
42766, 58812
27757, 86507
22983, 49110
57076, 22407
62092, 73872
57273, 17280
56706, 5938
76118, 39796
82908, 22010
40785, 50778
8780, 18428
38325, 38474
40320, 35831
21341, 89460
74501, 75365
16602, 61558
89239, 2970
40805, 86392
42960, 27111
89173, 29653
34369, 62428
41898, 53906
81835, 24455
3895, 40756
13684, 52804
36792, 54629
35346, 48984
79355, 50855
51193, 1868
10610, 82927
18569, 48271
96887, 8960
45011, 70251
32477, 67698
34889, 71100
6234, 85224
36409, 6735
62845, 88379
60343, 78914
33759, 55160
38863, 93331
99206, 1957
38118, 29253
34842, 6547
66705, 62028
63517, 382
27749, 17890
47011, 30
55489, 60680
89177, 14899
13598, 47860
17922, 16809
8713, 71080
71467, 95619
99329, 52858
76846, 88768
76798, 34588
65608, 11160
26738, 19938
56670, 44204
14391, 46906
50236, 78060
85720, 19530
11861, 42797
63303, 62780
37691, 97323
28744, 94693
39977, 2164
6303, 43002
34147, 9279
75736, 66584
68243, 27960
56700, 5414
51413, 39948
86396, 33932
83661, 47689
21420, 69941
61625, 54384
68607, 84502
77749, 66735
74936, 3812
89436, 92814
1822, 583
50390, 81243
70108, 21156
94304, 42987
46357, 61225
34324, 30644
22111, 1878
84815, 72267
91615, 40974
81628, 63331
61352, 52074
31369, 35586
35074, 81340
84882, 97347
86668, 40950
33877, 57803
46795, 78040
11490, 90120
49601, 66986
18944, 36028
71963, 3134
28008, 73001
98929, 99753
4507, 41907
59000, 63095
43223, 5737
93499, 61985
95258, 34079
18434, 8263
38670, 3371
8445, 82435
95727, 20738
12186, 50954
22108, 16579
51657, 93030
67957, 57781
51216, 57743
90039, 4137
613, 16475
7825, 34091
42637, 24922
38372, 62831
30658, 33443
36051, 594
56677, 51874
58377, 92180
57695, 29698
81430, 2945
49209, 57679
77676, 22302
78543, 97948
25038, 45328
46463, 19709
42244, 17555
77645, 59386
32029, 67860
28358, 97648
85582, 42821
10161, 40040
31105, 84799
